id,name,created_time,link,message,likes,comments,shares
1688980774667861_1930820840483852,Timeline Photos,2017-03-09T04:35:54+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1930820840483852/?type=3,"Happy International Women's Day from Paula's Choice: ""What I have learned from traveling the world is that women everywhere have far more in common than differences. More often than not women share the same dreams, desires, goals, stresses, and passions. Embracing and celebrating what we share and respecting our distinctive cultures is the essence of healing the world and the capacity to do this is uniquely female."" – Founder Paula Begoun",3,0,0
1688980774667861_1930546800511256,,2017-03-08T14:31:02+0000,,Have any questions about dry or dehydrated skin? Ask them here and our expert advisers will try to help you!,2,3,0
1688980774667861_1930257967206806,Timeline Photos,2017-03-08T02:24:39+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1930257967206806/?type=3,"Nevertheless, she persisted. Happy International Women's Day!  #BeBoldForChange #womensday",2,0,0
1688980774667861_1929931047239498,Official Paula's Choice Singapore | Expert Advice & Skin Care Products,2017-03-07T10:52:07+0000,http://www.paulaschoice.sg/,"Happy International Women's Day! For three days only treat yourself to our online exclusive at www.PaulasChoice.sg.

Shop: https://paulaschoice.sg/collections/womens-day
Valid from 7 to 9 March",3,0,0
1688980774667861_1929573630608573,What Is A Moisturizer? - YouTube,2017-03-06T14:31:20+0000,http://buff.ly/2l0Pifm,Do you know exactly what is a moisturizer and what is it used for?,3,0,0
1688980774667861_1928547764044493,Don’t Be Kept in the Dark: The Truth About Dark Eye Circles,2017-03-04T14:31:05+0000,http://buff.ly/2miNPl0,Follow these simple steps to reduce dark eye circles quickly.,11,0,8
1688980774667861_1926281904271079,Resist 1% Retinol Booster,2017-02-27T14:31:04+0000,http://buff.ly/2iuqnQG,This video will show you why the Resist 1% Retinol Booster is one of the most effective anti-aging serums at Paula's Choice and why it is loved around the world.,3,0,0
1688980774667861_1925756184323651,Timeline Photos,2017-02-26T11:49:13+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1925756184323651/?type=3,"Paula's Choice is a cruelty-free brand and our line of skincare products are non-irritating, and are 100% made in USA. #simplicityisgood #animallovers",4,0,0
1688980774667861_1925314697701133,Why You Should Never Buy Skincare Products In Jar Packaging,2017-02-25T14:31:07+0000,http://advice.paulaschoice.sg/health-and-living/skin-care-myths/why-you-should-never-buy-skincare-products-in-jar-packaging/,"#QuickTip Never buy skincare products that come in jars or clear packaging. 

This is because even though antioxidants are one of the most powerful anti-aging ingredients, they are also very delicate! When exposed to air or UV light, they will start to deteriorate and lose its effectiveness.

Find out what packaging is the best: http://buff.ly/2kgJE5b",4,0,0
1688980774667861_1924809791084957,"Aloe Vera Is Overrated. But It’s Not Bad, Too.",2017-02-24T14:31:12+0000,http://buff.ly/2jqbfTX,"Do you know that aloe vera in skincare products is overrated?

Find out why our skincare experts think so.",4,0,0
1688980774667861_1923929827839620,Timeline Photos,2017-02-22T14:31:02+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1923929827839620/?type=3,"#BeautyMyth ""You can dry up blemishes"". 

Drying out water from your skin actually hurts its ability to heal and fight inflammation. 

Avoid drying up your skin with harsh ingredients such as denatured alcohol, sulfur, camphor and witch hazel.",2,0,0
1688980774667861_1922969664602303,"Combining Retinol with Vitamin C, AHA or BHA",2017-02-20T14:31:04+0000,http://buff.ly/2jq6REe,"Do you know that retinol can be used together with vitamin C, AHA or BHA products?

This is what our skincare experts have to say. #retinol #vitaminc #paulaschoicesg",0,0,0
1688980774667861_1921970584702211,,2017-02-18T14:31:31+0000,,"#QuickTip Love drinking Collagen? Here is the bad news.

When drinking collagen, the body's digestive system breaks it down just like any other protein so it can't reach your skin as intact collagen.

There’s no scientific research proving that drinking collagen can affect one wrinkle, spot, or pore on your face, although drinking fluids that don’t dehydrate the body—that means not too much alcohol or too much coffee—will have a positive impact on anyone’s skin.",3,0,0
1688980774667861_1920800454819224,Timeline Photos,2017-02-16T14:31:06+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1920800454819224/?type=3,"#QuickTip Try to avoid sugar in your diet!

In much the same way irritating skincare products and sun damage cause inflammation, eating unhealthy, processed foods can also cause inflammation in the body which eventually shows up on skin. 

Sugar is probably one of the most tempting, yet pro-aging and possibly pro-acne, so try to avoid it if you can!",1,0,0
1688980774667861_1920215978211005,Timeline Photos,2017-02-15T14:31:13+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1920215978211005/?type=3,"#BeautyFact Skin irritation is your skin's worst enemy. 

Daily assaults from unprotected sun exposure, splashing your face with hot water or applying skin care products that contain irritating ingredients can hurt your skin.

These attacks reduce the skin’s ability to heal, break down collagen and elastin and weaken the skin’s outer protective layer.

If your skin care product is irritating your skin, stop using it immediately!",0,0,0
1688980774667861_1919595981606338,Timeline Photos,2017-02-14T06:43:34+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1919595981606338/?type=3,"#Love puts the #fun in together, and the #joy in a #heart.
Happy #Valentine's Day!",0,0,0
1688980774667861_1919328831633053,Timeline Photos,2017-02-13T15:46:20+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1919328831633053/?type=3,Our #retinol powerhouse valentine's day exclusive now available at paulaschoice.sg and in stores. #loveisintheairlessbottle #happyvalentinesday,1,0,0
1688980774667861_1919300608302542,How To Choose A Retinol Product,2017-02-13T14:31:04+0000,http://buff.ly/2jPqZNh,"Do you know which anti-aging skincare product would work best for your skin?

Find out how the 2 retinol products differ and exactly which one you should be using! #paulaschoicesg #antiaging #retinol #vitamina",2,0,1
1688980774667861_1918847815014488,Timeline Photos,2017-02-12T14:31:06+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1918847815014488/?type=3,Our #retinol powerhouse valentine's day exclusive now available at paulaschoice.sg and in stores. #limitedtimeonly #loveisintheairlessbottle,8,0,0
1688980774667861_1918366265062643,Timeline Photos,2017-02-11T14:31:03+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1918366265062643/?type=3,"#QuickTip If you are new to using retinol, instead of a daily application, you can apply it every other day together with your favourite moisturiser of serum. 

Some people need to use retinol more frequently while other only need to apply it every other day.",2,0,0
1688980774667861_1917944245104845,"Begone, Neck Wrinkles",2017-02-10T19:17:06+0000,http://buff.ly/2lzBqpJ,"Do you have a problem with wrinkles on your neck or chest?

Find out what causes wrinkles on your neck and chest area and what you can do to reduce its appearance.",2,0,0
1688980774667861_1917680145131255,Timeline Photos,2017-02-10T05:02:40+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1917680145131255/?type=3,"Valentine's Day is just around the corner!

Want to look your best on this special day? We are having a wrinkle-defying treatments special. Check it out here: http://bit.ly/2luMVhj",8,0,3
1688980774667861_1917659011800035,Paula's Choice Singapore's cover photo,2017-02-10T03:49:18+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1917659011800035/?type=3,,1,0,0
1688980774667861_1916928681873068,,2017-02-08T14:31:05+0000,,Have any questions regarding how you should use retinol? Our Advice team is here to answer any questions that you may have.,4,0,0
1688980774667861_1915934461972490,What Does Retinol Do?,2017-02-06T14:31:04+0000,http://buff.ly/2jfIMxZ,This video will show you exactly why skincare experts from Paula's Choice love the ingredient retinol. #paulaschoicesg #retinol #antiaging #vitamina,1,0,1
1688980774667861_1917837815115488,Basic Skincare Tips for Kids,2017-02-04T17:00:00+0000,http://buff.ly/2jfwy8p,"Learning to care for your skin can start from a very young age.

Find out what are the top 3 most useful skincare products that kids can use to nourish their skin.",2,0,0
1688980774667861_1911877085711561,What Does Niacinamide Do?,2017-01-29T14:31:04+0000,http://buff.ly/2j4qBhg,Niacinamide is held in the same high esteem as vitamin C and retinol. Find out what it can do for your skin and why you should include it in your skin care routine. #niacinamide #paulaschoicesg,3,0,0
1688980774667861_1911420485757221,Timeline Photos,2017-01-28T14:31:04+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1911420485757221/?type=3,"Quick Tips: Knowing exactly what is your skin type is essential to know which skin care products suit your needs. 

To find out what is your skin type, wash your face with a gentle cleanser, apply a toner and then wait about 15 to 30 minutes and see how your skin behaves.

If your skin quickly starts showing oil diffused over the face, you have oily skin.

If your skin starts experiencing some dryness and feels tight, you have dry skin.

If your T-zone starts looking oily but your cheeks and jaw area start feeling slightly to moderately dry, you have combination skin. This is the most common skin type because everyone has more oil glands in the center of their face than on their cheeks. #paulaschoicesg",1,0,0
1688980774667861_1910510725848197,When Should You Start Using Anti-Aging Skincare,2017-01-26T14:31:15+0000,http://buff.ly/2j4VVwq,"Prevention is better than cure.

Find out how early you should start using anti-aging products to keep fine lines and wrinkles at bay. #antiaging #paulaschoicesg",1,0,0
1688980774667861_1909306362635300,Timeline Photos,2017-01-24T14:31:02+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1909306362635300/?type=3,"Beauty Fact: Niacinamide and nicotinic acid are derivatives of vitamin B3 that can work wonders against acne.

Research has shown that this is due to their anti-inflammatory capacities that is why many cosmetic companies include these ingredients in anti-blemish lines. #paulaschoicesg #niacinamide",3,0,0
1688980774667861_1909151989317404,Official Paula's Choice Singapore | Expert Advice & Skin Care Products,2017-01-24T08:01:45+0000,https://paulaschoice.sg/,"Celebrate the Year of the Rooster!

We are having a facial treatment and serums special to help you prepare for the Lunar New Year celebrations.

You will also get a $10 February voucher on all orders above $88",3,0,0
1688980774667861_1908147272751209,What Does Retinol Do?,2017-01-22T14:31:07+0000,http://buff.ly/2iv127W,Retinol helps to make skin look and feel more youthful. But it has a wealth of other benefits for the skin as well! Find out more through our expert tips series. #paulaschoicesg,2,0,0
1688980774667861_1907542632811673,Timeline Photos,2017-01-21T14:31:08+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1907542632811673/?type=3,"Quick Tip: Always use sunscreen. It is your best defence against wrinkles.

Unprotected sun exposure is the #1 cause of early skin aging, wrinkles, sagging and also uneven skin tone.

Even if the sky is a little cloudy, apply that sunscreen together with your anti-aging products diligently! #paulaschoicesg",0,0,0
1688980774667861_1906946026204667,"Antioxidants, The Superfood For Your Skin",2017-01-20T14:31:01+0000,http://advice.paulaschoice.sg/health-and-living/paulas-choice-product-tips/antioxidants-the-superfood-for-your-skin/,"Antioxidants, the superfood for your skin.

Learn about the various types of antioxidants commonly used in skincare products and what skincare conditions they can be used for.",7,0,5
1688980774667861_1905944822971454,Timeline Photos,2017-01-18T09:20:03+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1905944822971454/?type=3,"Beauty Fact: When vitamin A (retinol) is absorbed into the skin, it is broken down by enzymes to form retinoic acid. 

In this form, it sends information to the skin cell telling it to behave more
normally and to make healthier skin cells. #paulaschoicesg",3,0,0
1688980774667861_1905032006396069,Benefits of Using Vitamin C For Skin,2017-01-16T09:20:03+0000,http://buff.ly/2hNZNQG,Many skin care experts agree that vitamin C works wonders for your skin. Find out what skin care concerns vitamin C can address so that you can maximize its benefits. #vitaminc #paulaschoicesg,0,0,0
1688980774667861_1904154136483856,Timeline Photos,2017-01-14T09:20:02+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1904154136483856/?type=3,"Quick Tips:  Skip the long baths! Long baths are relaxing for your mind and muscles but prolonged soaks will stress your skin!

When you skins shows signs of ""pruning"" it is already too late! Spending too much time in the tub breaks the skin's surface and prevents it from holding on to healthy substances like cholesterol and ceramides. These substances are important because they help to keep your skin feeling smooth and soft.",3,0,0
1688980774667861_1903661533199783,How The Variety of Paula’s Choice Resist Treatments Work!,2017-01-13T09:19:59+0000,http://buff.ly/2izGOZ1,The Paula's Choice Resist collection consists of ingredients that provide anti-aging and skin brightening effects. Learn more about these products so that you can use the right one to address those nagging skin care concerns.,5,0,0
1688980774667861_1902671646632105,Timeline Photos,2017-01-11T09:19:56+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1902671646632105/?type=3,"Beauty Fact: Antioxidants are ingredients that reduce free-radical damage and environmental damage.

This is because antioxidants can prevent some of the degenerative effects in skin caused by
sun exposure, and can reduce inflammation within our skin. 

Inflammation is deadly for the skin because it causes the destruction of collagen and elastin, prevents the skin from healing, and thins the layers of skin. #paulaschoicesg",3,0,0
1688980774667861_1901802470052356,Timeline Photos,2017-01-09T10:28:35+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1901802470052356/?type=3,"Check out what are some of Kelly Latimer-Loi's favourite skin care treatments to kick start #2017: 
http://buff.ly/2hTzV7r

If you'd like to try it for yourself, head over to www.paulaschoice.sg and use the code ""Kelly"" at checkout for special travel bundles at just $22! 

Give yourself the gift of good skin and start your year right :)

Photo Credit: Kelly Latimer http://buff.ly/2i5hz3J",6,0,0
1688980774667861_1900847766814493,What Are Skin Care Boosters?,2017-01-07T09:19:59+0000,https://www.youtube.com/watch?v=1rIKNkhaOQg&feature=youtu.be&utm_content=buffer93d77&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,"Paula's Choice skin care boosters contain powerhouse ingredients like vitamin c, retinol, hyaluronic acid that can help to address skin care concerns like wrinkles, expression lines and dryness. 

Find out what else they are commonly used for in our video. #paulaschoicesg

http://buff.ly/2jctqgt",3,0,0
1688980774667861_1900367633529173,Top 5 Skincare Boosters To Include In Your Skincare Routine,2017-01-06T09:20:18+0000,http://buff.ly/2hygWgW,Find out what are the top 5 skin care boosters you should include in your skin care routine to target those nagging skin care concerns.,12,0,4
1688980774667861_1899832896915980,Timeline Photos,2017-01-05T05:24:08+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1899832896915980/?type=3,"#BeautyFact: Skincare products packaged in jars or clear containers are more likely to lose its antioxidant benefits because these antioxidants deteriorate when they are repeatedly exposed to air and sunlight.

Remedy: It is wiser to choose one that is packaged in opaque tubes/bottles or have small dispensing openings. #paulaschoicesg 

https://paulaschoice.sg/collections/popular-ingredients-anti-aging-booster",4,0,1
1688980774667861_1898018677097402,Timeline Photos,2017-01-01T04:43:41+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1898018677097402/?type=3,Wishing everyone a Happy New Year 🎉🍸🍸. What are are your skincare resolutions for 2017?,4,3,0
1688980774667861_1798898557009415,Paula's Choice Singapore,2017-01-01T04:28:34+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1688982434667695.1073741825.1688980774667861/1798898557009415/?type=3,,3,1,0
1688980774667861_1889768571255746,Paula's Choice Christmas Holiday,2016-12-15T08:24:05+0000,https://paulaschoice.sg/collections/featured,"Happy Holidays! This holiday season take your all-time favourites at great festive prices. 

That's not it! For online orders above S$200, also receive a Limited Edition Paula's Choice Gift Mirror. With Dual Mirrors & 10x Magnification, you'd love this one like we do. Don't miss out this Christmas!

Shop >> https://paulaschoice.sg/collections/featured

*T&Cs apply. Paula's Choice Christmas Holiday promotion is available online and in store. Paula's Choice gift mirror is valid for online purchases only. Promotion applies whilst stocks last. Offer expires December 25, 2016 at 11:59pm SGT.",15,3,2
1688980774667861_1889421324623804,Paula's Choice Singapore's cover photo,2016-12-14T15:21:26+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1889421324623804/?type=3,,1,0,0
1688980774667861_1882090138690256,Vitamin C - The Anti-Aging Superstar,2016-12-01T08:08:32+0000,https://www.facebook.com/paulaschoicesingapore/videos/1882090138690256/,Vitamin C is considered by skin care experts around the world as an anti-aging superstar. Find out how it works from our Expert Fact series.,1,0,0
1688980774667861_1863636087202328,Paula's Choice Singapore's cover photo,2016-11-29T03:50:15+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1863636087202328/?type=3,"Resist Brightening Essence is a stunning, lightweight formula that will have beautiful results for your skin. 

It combines a powerful brightening complex of arbutin and licorice extract with a unique mix of plant and vitamin-derived ingredients, including acetyl glucosamine and vitamin C, that research has shown can improve a dull, sallow, ashen or uneven skin tone. 

Its formula works quickly to boost skin’s radiance for more luminous, even skin.",3,0,0
1688980774667861_1878937492338854,Paula's Choice Singapore's cover photo,2016-11-25T16:23:08+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1878937492338854/?type=3,,1,0,0
1688980774667861_1878929622339641,Limited Edition | Brightening Collection by Paula's Choice,2016-11-25T16:06:15+0000,http://paulaschoice.sg/cyber-weekend-bundle,"Don't miss out our Limited Edition #CyberWeekend Brightening collection, get your PC favourites in our bundle special. Exclusive on PaulasChoice.sg only!

The all-time PC favourite Limited Edition Brightening Collection comes with:
Resist Perfectly Balanced Foaming Cleanser
Resist Ultra-Light Super Antioxidant Concentrate Serum
Resist C15 Super Booster
Resist Vitamin C Spot Treatment (Travel Size x 1)
Resist Whitening Essence (Samples x 4)
@ S$109 only.

Shop now >> paulaschoice.sg/cyber-weekend-bundle

Special shout out to our International Fans, <3 we are also launching free international delivery* this weekend when you purchase S$99 & above worth of PC products :D!

Cyber Weekend event expires on 28 Nov 11:59PM SGT. While stocks Last.",9,4,2
1688980774667861_1878762955689641,What Does Niacinamide Do?,2016-11-25T09:08:03+0000,https://www.facebook.com/paulaschoicesingapore/videos/1878762955689641/,"Want a skin care product that helps removes signs of aging and at the same time reduce pore size? Niacinamide might be the solution for you.

Find out why Niacinamide is considered one of the best anti-aging ingredients and try it for yourself.",1,0,0
1688980774667861_1878749495690987,Paula's Choice Story,2016-11-25T08:13:45+0000,https://www.facebook.com/paulaschoicesingapore/videos/1878749495690987/,"Paula's Choice has over 20 years of experience in delivering quality products and advice that truly help to solve skin care problems. Through our extensive research, review and testing, we want to understand your skin in order to deliver great products. That is how we ensure that our products will leave you satisfied.

Find out what other people think of Paula's Choice right here.",0,0,0
1688980774667861_1877808839118386,Paula's Choice Singapore's cover photo,2016-11-23T10:10:18+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1877808839118386/?type=3,"This Black Friday, get your PC favourites in our bundle Special. Drop by our stores for this retail-only special!

Your bundle for the absolute pore & oily skin fix comes with:

Skin Balancing Pore-Reducing Toner, Skin Perfecting 2% BHA Liquid, Skin Balancing Ultra-Sheer Daily Defense SPF 30, 2 x Resist BHA 9 Travel Sizes and 6 x Skin Balancing Oil-Absorbing Mask Samples

@ S$99 only.

One day offer 25 Nov. While stocks Last.",3,1,0
1688980774667861_1859875354245068,Expert Sunscreen Tips | The Sun Can Really Hurt!,2016-10-21T08:43:02+0000,https://youtu.be/IXjB0ZKBr1o,"Sun damage can really hurt your skin, especially on our sunny island. Learn this expert sunscreen tips to keep you skin protected and healthy!",17,0,0
1688980774667861_1857642634468340,Singapore takes aim at microbeads in products,2016-10-17T06:09:23+0000,http://www.straitstimes.com/singapore/environment/singapore-takes-aim-at-microbeads-in-products,"Microbeads are ineffective, hurtful to the environment and often provide abrading to the skin.

It is both harsh and treats the skin with additional friction instead. While it might give off the feeling that you are 'cleaning out the pores', it in fact poses the risks of permeating your pores and actually enlarging the pores.",9,0,2
1688980774667861_1847654318800505,How To Get Rid Of Back Acne,2016-09-29T10:57:10+0000,https://www.youtube.com/watch?v=BADxyYLmV4U,"Learn how to get rid of back acne to get your sexy back! Specially from our Paula's Choice Research Team, learn all about back acne and the right treatment methods to get rid of it.",27,1,7
1688980774667861_1847624972136773,Timeline Photos,2016-09-29T08:46:28+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1847624972136773/?type=3,"Hello #international  PC fans, enjoy free international delivery* when you shop for Paula's Choice #Skincare products on paulaschoice.sg. 

Fragrance Free. Made in USA. Never Tested on Animals Leaping Bunny Certified > https://www.paulaschoice.sg

T&C applies. Free shipping promo ends tonight.",0,0,0
1688980774667861_1846327178933219,Radiance Renewal Whitening Mask,2016-09-26T08:53:15+0000,https://www.youtube.com/watch?v=iD1vFot5Goc,"The Radiance Renewal Mask’s leave-on formula works overnight to heighten and boost a more even-looking skin tone, intensify hydration, and refine and smooth the surface of skin.

Formulated with soothing, skin-hydrating ingredients, this overnight mask is suitable for all skin types, especially those with normal to dry or combination skin types.

Learn more on Paulaschoice.sg >> http://bit.ly/RadianceWhiteningMask",1,0,0
1688980774667861_1844851852414085,Efficient Ways To Remove Dark Spots On Your Face,2016-09-23T09:11:45+0000,http://advice.paulaschoice.sg/skin-care-concerns/pigmentation/fast-ways-to-remove-dark-spots-on-your-face/,Tried all ways and means to remove the #darkspots on your face but to no avail? You may be doing it wrongly! Use our research proven tips to efficiently remove the dark spots on your face to get that radiant and glowing skin again.,11,0,1
1688980774667861_1837885369777400,Paula's Choice | Enjoy A Low Flat Fee of SGD9,2016-09-09T08:58:16+0000,https://www.paulaschoice.sg/?utm_source=facebook&utm_medium=facebookads&utm_campaign=999promotion,"Hello International PC Fans, enjoy a lower delivery fee when you shop on PaulasChoice.sg. From now till 29 Sep indulge yourself with brilliant skincare. Ship to an international* address at only $9 this September ✈🎁 !

Unlock FREE International Shipping when your order hits $99!

Shop Now >> https://www.paulaschoice.sg/?utm_source=facebook&utm_medium=facebookads&utm_campaign=999promotion

T&C Applies* http://faq.paulaschoice.sg/international-shipping-fee/",81,6,5
1688980774667861_1837031516529452,Paula's Choice Singapore's cover photo,2016-09-07T14:21:25+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1837031516529452/?type=3,"The Radiance Renewal Whitening Mask is formulated for all skin types to promote a more radiant skin tone, softer surface texture, and a hydrated plumpness for an overall youthful glow. 

The silky lotion texture includes ultra-soothing ingredients to improve skin tone and the appearance of fine lines and wrinkles. This overnight mask has a uniquely luxurious feel that provides the ultimate beauty sleep imaginable.

Learn more on Paulaschoice.sg >> http://bit.ly/RadianceWhiteningMask",5,0,0
1688980774667861_1832848056947798,Timeline Photos,2016-08-30T05:49:03+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1832848056947798/?type=3,"Happy Teacher's Day! :)
Receive a complimentary BHA travel size on us this teachers' day🎁. Simply flash your institution ID🎓 for your complimentary gift. Bring a friend, and your ID gets 2 x BHA travel size exfoliants! 

Teachers Appreciation Special Event is valid from Sep 02 to Sep 03 at our participating retail stores: Front Porch (closed on weekends) & Beauty Collective.",19,3,12
1688980774667861_1822314788001125,Timeline Photos,2016-08-08T16:00:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1822314788001125/?type=3,"In celebration of our Nation’s 51st Birthday, we are giving away Paula’s Choice Singapore’s all-time favourite exfoliant.

One Day ONLY: Get a travel size BHA exfoliant for your skin today >> https://www.paulaschoice.sg

51st Birthday Event Ends Aug 09 at 11:59pm SGT 
Valid for online purchases only",9,0,2
1688980774667861_1822451061320831,Paula's Choice Singapore's cover photo,2016-08-08T14:27:35+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1822451061320831/?type=3,,1,0,0
1688980774667861_1822450827987521,Profile Pictures,2016-08-08T04:00:00+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1688982434667695.1073741825.1688980774667861/1822450827987521/?type=3,Paula's Choice Singapore wishes everyone happy holidays!,5,0,0
1688980774667861_1820998781466059,How To Minimize Large Facial Pores,2016-08-05T10:50:16+0000,http://advice.paulaschoice.sg/skin-care-advice/enlarged-pores/how-to-minimize-large-facial-pores/,"You may think you've tried everything to reduce enlarged #pores but before you give up, check out the research-proven tips you might have overlooked, or simply didn't know about. This advice could get you the trouble-free complexion you've always wanted! :)",10,0,2
1688980774667861_1820907514808519,Resist 10% Niacinamide Booster,2016-08-05T06:35:39+0000,https://www.youtube.com/watch?v=8q6MEXor8fY,"What is #Niacinamide?
Also known as vitamin B3, it helps give skin the tools it needs to repair the concerns that vex you most—enlarged pores, unevenness and fine lines. 
Learn more >> http://bit.ly/niacinamide10",1,0,0
1688980774667861_1811589292407008,Paula's Choice Singapore's cover photo,2016-07-15T07:53:17+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1811589292407008/?type=3,"This concentrated Resist 10% Niacinamide (Vitamin B3) Booster visibly minimizes pore size and helps to improve multiple signs of aging. #NiacinamideBooster #ByePores

Learn more on Paulaschoice.sg >> http://bit.ly/niacinamide10",3,1,0
1688980774667861_1801255863440351,Timeline Photos,2016-06-19T06:30:17+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1801255863440351/?type=3,"Because Dad deserves a little pampering too. 8-)
3 Days ONLY: Save 50% off PC4Men Shave with purchase of any PC4Men products. >> http://bit.ly/FathersDayJune2016

Wishing all Daddies a Happy Father's Day! <3

Ends June 22 at 11:59pm SGT 
#FathersDay promo valid for online purchases only",0,0,0
1688980774667861_1801085720124032,Timeline Photos,2016-06-18T19:29:57+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1801085720124032/?type=3,"It's our birthday! <3 🎂 Paula's Choice Skincare began with a commitment to customer advocacy and education, and that remains a core element of our philosophy and product development. #Celebrating21st #PaulasChoiceAnniversary #ThankYou",1,0,0
1688980774667861_1800952736803997,#TuesdaysWithLarry: The Truth About Anti-Pollution Skincare,2016-06-18T12:01:37+0000,http://www.elle.sg/en/beauty/tuesdayswithlarry-anti-pollution-skincare-6358144,"Larry Yeo shares his experience about the hype of skincare products and how you can protect your skin from daily stress factors and combat environmental pollution. ELLE Singapore

Paula's Choice Skincare Resist Ultra-Light Super Antioxidant Concentrate #PaulasChoiceAnniversary
Shop now >> http://bit.ly/PCanniversary",0,0,0
1688980774667861_1799731090259495,Timeline Photos,2016-06-15T11:12:14+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709986909233914.1073741830.1688980774667861/1799731090259495/?type=3,"Anniversary Sale Event: Up To 25% OFF popular items online & participating outlet: Front Porch
Shop now >> http://bit.ly/PCanniversary
Ends 11.59pm SGT, June 22, 2016.

*T&Cs apply. Promotion applies whilst stocks last. Cannot be applied to prior purchases. Promotional items are non-exchangeable and non-refundable.",6,1,0
1688980774667861_1798898857009385,Paula's Choice Singapore's cover photo,2016-06-13T11:36:18+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1798898857009385/?type=3,,1,0,0
1688980774667861_1788075178091753,Lash Extensions: Are They Right for You?,2016-05-20T12:11:31+0000,http://www.paulaschoice.com/expert-advice/eye-care/_/lash-extensions,"Before you book your lash extension appointment, you need to know these essential tips to ensure your experience goes as smoothly as possible: 

For gorgeous long lash>> http://bit.ly/EndlessLash",1,0,0
1688980774667861_1787165571516047,Paula's Choice Singapore's cover photo,2016-05-18T02:30:28+0000,https://www.facebook.com/paulaschoicesingapore/photos/a.1709745469258058.1073741829.1688980774667861/1787165571516047/?type=3,,0,0,0
1688980774667861_1785266698372601,Team Picks: Our Favourite Skincare Products,2016-05-13T05:16:08+0000,http://weekender.com.sg/w/weekenders-favourite-facial-skin-care-products/,The fab team at Weekender Singapore recently featured our ☀Resist Super-Light Wrinkle Defense SPF 30! Check out their reviews on their favourite #skincare products:,0,0,0
