product_handle,state,rating,title,author,location,body,reply,created_at,replied_at
clear-pore-normalizing-cleanser,published,5,Best cleanser for acne prone skins,Christine,,I bought this and the exfoliator for my 14 yo daughter as she has lots of acne on her forehead and nose. The acnes cleared up miraculously after a month.  Fantastic product and I have recommended it to my nieces who love it too.,,2018-02-10 11:22:11 UTC,
clear-regular-strength-anti-redness-exfoliating-solution,published,5,Great exfoliator,Christine,,My daughter's acnes on the forehead cleared up within a month of using this exfoliator and cleanser. Great product and I have recommended it to my nieces and friends ,,2018-02-10 11:26:32 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Best ever spf!,Roseleen ,,Finally found this resist moisturiser cum spf 30! It helps to keep my face moisturiser n Matt for whole day n my makeup still stay fresh! Love the feel on my combination sensitive pimples prone face. ,,2018-02-10 12:01:11 UTC,
skin-balancing-invisible-finish-moisture-gel,published,5,Really good moisturiser!,Rose,,Love this moisturiser! It feels silky soft n helps balance my combination skin! Not oily at all! Good for pimples prone skin,,2018-02-10 12:06:20 UTC,
skin-balancing-pore-reducing-toner,published,5,Fabulous toner,Christine,,"After my teenage Daughter uses this toner, she has smaller pores and she has never looked at other products.",,2018-02-10 12:33:05 UTC,
skin-recovery-replenishing-moisturizer,published,4,Does what it says,May,,"I have extremely sensitive skin and this does not irritate at all, so this is worthy of a try.

However, it is one star short because i find the formula a little on the thin side so when i have extremely dry and flaky skin due to allergies/reactions, slathering this on is still not enough. ",,2018-02-10 18:13:14 UTC,
resist-c15-super-booster,published,5,Worth trying,May,,"Have very sensitve skin and on the second application my skin burned as soon as i applied it, i had to rinse it off and the redness persisted for a few hours. 

But i turned to diluting it for my subsequent applications and now i can use it day and night without diluting it.

It indeed does what it says in terms of brightening and i like that it is affordable and relatively more stable than the other vitamin c formulas out there.

Best buy!",,2018-02-10 18:16:36 UTC,
calm-redness-relief-cleanser-normal-to-dry,published,3,Packaging can be improved,May,,"Like the other review here, packaging should be changed because the products leak once it is opened.

This is a good, gentle cleanser but cannot be relied on to remove makeup. Also, i feel that it is a little pore clogging so more time should be spent when rinsing the product off. Find that it cleans much better when applied on dry skin and rubbed for a few minutes before adding water to lather it up.",,2018-02-11 15:00:20 UTC,
resist-anti-aging-clear-skin-hydrator,published,2,packaging can be improved,may,,"didnt like the pump packaging as it was hard to dispense the product. also did not work for me, my skin broke out a little.",,2018-02-11 15:05:26 UTC,
clinical-1-retinol-treatment,published,5,Powerful,Feny Eliana,,"My first time using Retinol and I'm glad I chose to start it with Paula's. Started with a very tiny amount, 3 times a week. Peeling appeared after 2 applications. It's been 3 weeks and now my skin is really smooth. I foresee myself to be using this product for a very very long time. ",,2018-02-12 02:00:36 UTC,
resist-anti-aging-eye-gel,published,4,Nice Applicator,Feny Eliana,,"The texture is very light and easily absorbed therefore a tiny amount really goes a long way.  The applicator is so cooling however I found myself using more product if I used the applicator. I have been using this twice a day for 3 weeks, there is no significant changes visible however I don't wake up with puffy eyes anymore. ",,2018-02-12 02:06:04 UTC,
skin-perfecting-2-bha-gel,published,5,Good for removing inflammed acne,isabel ,,"Used it daily, especially for soon-to-be acne. Dries up the next day. Pores are still minimal after daily use. ",,2018-02-12 05:43:18 UTC,
clear-ultra-light-daily-mattifying-fluid-spf30,published,4,Good ,pekopon,,"Very good daily sunscreen. It's fluid and easily massaged into the skin at the end of skincare routine, however I wouldn't say this is mattifying. Instead, it's quite moisturizing and is relatively shiny as well.  In my experience it's best for normal/dry skin. ",,2018-02-12 06:41:43 UTC,
resist-skin-restoring-moisturizer-spf-50,published,5,Good SPF,pekopon,,"Great non-sticky, soft cream texture. Doesn't leave white cast and makeup applies beautifully on top. Moisturizing enough for normal/dry skin in an air conditioned office setting. Great for day to day use.

Now if only RESIST line also make a physical-based sunscreen like in the old days, to give customers more choice...",,2018-02-12 06:45:58 UTC,
resist-super-light-wrinkle-defense-spf-30,published,4,Best Tinted SPF,pekopon,,"Close to perfection, if the tint match your complexion; as from my experience it can be tad too dark/beige-y when I'm very fair, but otherwise largely OK under makeup. The soft cream texture sinks in well with minimal sticky feel. and controls oil well throughout the day. Makeup glides well on top of this sunscreen. High Zinc Oxide concentration is a bonus. ",,2018-02-12 08:29:19 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Best Sunscreen,Isabel,,2nd bottle of tinted sunscreen. does not give a sticky and oily feel unlike some other brands. easy to blend into skin. ,,2018-02-12 09:35:51 UTC,
radiance-renewal-whitening-mask,published,5,My Mom Loves It!,Raied,,"Bought this for my mom to try and she really loves it. She tells me her face feels plump in the morning and softer, and has been getting compliments from her friends too. She uses it 2-3 times a week and is on her 2nd bottle now!",,2018-02-12 14:05:57 UTC,
resist-daily-pore-refining-treatment-with-2-bha,published,5,Excellent exfoliator,Han,,"This is an excellent exfoliator to be used daily. It is non-irritating, keeps my skin pimple-free, smooth and radiant. Highly recommended to be included in daily skincare routine. Better than using a facial scrub or facial brush. ",,2018-02-13 05:12:58 UTC,
resist-10-niacinamide-booster,published,5,Food for my skin....,Audrey,,Initially used this twice a day but now only at night as it is more tolerable to my skin. It is definitely good food for my skin as it evens out the skintone and takes away the dullness. Lightweight & quick absorption even when mixed with other serum.  Highly recommended! Thanks PC!,,2018-02-13 14:33:16 UTC,
resist-anti-aging-eye-gel,published,5,No more tired looking eyes...,Audrey,,"First time trying an eye gel and I am quite pleased  with the result. After few uses, i noticed the eye area appears brighter with less obvious lines. I don't look so tired as before.  Works great with the applicator however I prefer to use fingers to apply. It is non greasy and goes well under my sunscreen. Highly recommended!",,2018-02-13 14:41:23 UTC,
resist-anti-aging-eye-cream,published,4,Great for fine lines ,Audrey,,I apply this only at night. It is not as greasy as I thought it would be. Some effects on fine lines and puffiness can be seen just after a week. Good product!,,2018-02-13 14:47:23 UTC,
skin-perfecting-8-aha-glycolic-acid-lotion,published,5,Best exfoliator ive tried,Don,,I never really thought an exfoliator could make any difference but this one did. I have oily skin and acne prone but saw results from this. A must buy.,,2018-02-14 09:12:49 UTC,
lip-body-treatment-balm,published,4,Works well,Don,,Saves my lips from those dry times. Works well. This could be better if its in a tube packaging so i can carry it with me.,,2018-02-14 09:38:04 UTC,
shine-stopper-instant-matte-finish,published,4,Works for oily skin,don,,This has helped my oily and shiny skin for a couple hours. I still need to blot though. But it helps it keep it at bay. Highly recommneded except it stains white residue on clothes.,,2018-02-14 09:42:58 UTC,
resist-weekly-resurfacing-treatment-10-aha,published,5,Must try for oily and acne prone skin,Don,,This is one of those products that produces overnight results. First week ii got it I used it every night. Now i try to use it once a week.,,2018-02-14 09:47:21 UTC,
skin-balancing-invisible-finish-moisture-gel,published,5,Great moisturiser for combination skin,Kai,,"I have slightly sensitive, combination skin and always battled with finding a good moisturiser that has great ingredients, and will not cause me to breakout. I find that this moisturiser was able to keep the oiliness at bay, and has a very nice texture that doesn't feel sticky or greasy. This makes for a perfect daytime moisturiser for the humid climate.",,2018-02-15 06:12:53 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Best sunscreen for sensitive skin!,Anne,,I have tried many sunscreens for my sensitive skin but none works like this! It goes on smoothly and stays matte throughout the day. It doesn't feel oily at all unlike other sunscreens!,,2018-02-17 12:06:26 UTC,
hydralight-moisture-infusing-lotion,published,4,Decent moisturiser,Kai,,"I have sensitive, combination skin and find this to be very soothing and gentle on my skin. As compared to the PC Skin Balancing Invisible Finish Moisture Gel, this product is slightly more rich. Knocking off one star because I find it to be less oil controlling then I'd like it to be. However, I would say that this would be suitable for someone who is more dry-combination skin type, or is looking for a slightly more hydrating moisturiser as it contains Squalane (a great hydrating/soothing ingredient).",,2018-02-18 06:44:09 UTC,
resist-c15-super-booster,published,5,Indispensable!,Anna,,"Absolutely love it, can't be without it!",,2018-02-18 09:43:43 UTC,
clinical-1-retinol-treatment,published,4,Wonderful!,Anna,,"Does wonders for my skin, though texture isn't great for my oily skin",,2018-02-18 09:45:12 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Love the texture!,Anna,,The only sunscreen I will ever use; keeps my oily skin matte!,,2018-02-18 09:46:44 UTC,
clinical-ceramide-enriched-firming-moisturizer,published,5,"About as thick as the Hydrator, very moisturizing",Jennifer C,,"This moisturizer is about as thick as the Hydrator, and quite moisturizing. I have normal to combination skin - this one works very well for me. Doesn't clog and some nights i do not use the hyaluronic acid at all. Love it!",,2018-02-19 09:03:14 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Great for oily skin,Aziyah Yaakub,,This is by far the best sunscreen i have ever used. It doesnt cause me to breakout as I used to break out a lot. It is also perfect as a base for my loose powder as i dont wear much make up,,2018-02-19 12:54:44 UTC,
skin-recovery-enriched-calming-toner,published,4,Review,Lin,,Has been using this toner for a while and it helps to remove leftover dirts after facial cleansing,,2018-02-20 12:32:55 UTC,
clear-extra-strength-daily-skin-clearing-treatment-with-5-benzoyl-peroxide,published,4,Works! But packaging needs work,Don,,Works well for acne. But the travel size packaging needs work. It splits open after continued use.,,2018-02-21 07:28:06 UTC,
resist-anti-aging-clear-skin-hydrator,published,1,Gave me cystic acne,Don,,Tried it first time. Gave me pimples. After a few weeks. I gave it a try again and I had cystic acne on my cheek. I have oily and acne prone. Disappointed,,2018-02-21 07:30:46 UTC,
skin-recovery-hydrating-treatment-mask,published,3,Dry skin,Al,,"I am in my late 30s and have very dry skin. The mask is ok (yet to see any positive effect) for me to put on my face for 20minutes, but definitely not overnight. Left it overnight once, and maybe it was too rich? There were 2 red pimples which popped out the next day.",,2018-02-21 14:13:23 UTC,
resist-c15-super-booster,published,4,Bright complexion,Al,,"This is on my list of products to repurchase. Currently in my third bottle. It does leave a slightly bright complexion but wears off if I do not apply it daily. Bad thing about it is the dropper packaging (doesn't seem hygenic to me), and you have to finish it in less than 3 months, otherwise it will turn into a brownish liquid (oxidised).",,2018-02-21 14:16:49 UTC,
skin-recovery-softening-cream-cleanser,published,5,Definitely repurchase,Al,,Been using this for the longest time. Lost count of how many bottles I have bought. It does not dry out my skin nor leave it red like the Resist cleanser. Cleans off sunscreen well.,,2018-02-21 14:19:29 UTC,
resist-daily-mattifying-fluid-spf50,published,4,Like the texture but..,Al,,"I really wanted to like this sunscreen as it does not leave a white cast on my skin. But it occasionally gives me a tingly hot sensation (turns my skin reddish) immediately after I have applied it.Until i have found a better replacement, I will continue to use it.",,2018-02-21 14:22:28 UTC,
calm-redness-relief-1-bha-lotion,published,3,Good for sensitive skins,Merry,,"I have tried this, it works fine and it is a gentle exfoliant. As to reduce redness, I saw a bit of difference but not too much. Overall, I think this would suit very sensitive skin types.",,2018-02-23 05:24:22 UTC,
resist-daily-pore-refining-treatment-with-2-bha,published,5,A great exfoliant,Merry,,"I have combination skin. This product has been able to reduce my enlarged pores and acne ( I don`t get acne due to my pores not being clogged, my acne is due to my oily skin and since I have used this, I really don`t see any acne happening anymore. Bare in mind I don`t have an acne prone skin). My skin feels softer and more refined. I would definitely recommend this to anyone.",,2018-02-23 05:28:35 UTC,
calm-redness-relief-toner-normal-to-oily,published,3,It is an average toner,Merry,,"I have been using this for awhile. I like it to be honest. It is gentle, refreshes my skin and is good for winter times and dry weather, very calming and that is why I have kept using it. As to do wonders, no it won't. It is just a very good average toner!",,2018-02-23 05:34:03 UTC,
resist-weightless-toner,published,5,Does what it says!,Merry,,"IT is great, it unclogs, smoothes out your skin! It is gentle and it does its work.",,2018-02-23 05:35:45 UTC,
skin-balancing-invisible-finish-moisture-gel,published,4,GREAT MOISTURIZER ,Merry,,"It is such a good cream! It smoothes out, it is calming, it just is great! It has a very nice texture that makes your skin feel flawless, I loved it! My only problem was how small the product is! Finished it very fast. It didn`t make me oily and bare in mind I live in a humid area. So good. ",,2018-02-23 05:39:29 UTC,
gentle-touch-makeup-remover,published,5,Love It,Merry,,"It removes makeup easily, cleanses my skin, removes my eye make-up lip and face with not much effort. It actually got into my eye and I was surprised that it didn`t burn it! I definitely recommend it. It is oily but the oil absorbs and leaves your skin feeling refreshed and clean.",,2018-02-23 05:41:40 UTC,
clinical-1-retinol-treatment,published,5,Does Wonders,Merry,,"Just SO wonderful. It is so good, it smoothed my skin so perfectly I was so happy with this, will definitely buy it again.",,2018-02-23 05:43:13 UTC,
resist-daily-mattifying-fluid-spf50,published,4,Liked it,Merry,,I like this one! I really don`t have anything bad to say about it just that the tube and package design. I wished they used the other type.,,2018-02-23 05:49:23 UTC,
clear-acne-body-spray-with-2-bha,published,3,It was okay,Merry,,"It really didn`t do much for me. It was okay, it reduced my acne by a bit but other than that nothing much. ",,2018-02-23 05:50:43 UTC,
skin-balancing-pore-reducing-toner,published,4,Does what IT says,Merry,,I don`t have much to say about it. It is good! It hydrates and non-irritating.,,2018-02-23 05:53:58 UTC,
calm-redness-relief-moisturizer-normal-to-oily,published,2,I didn`t like it,Merry,,"To be honest, I didn`t like this one. I have a combination skin and this was like putting something white on my skin which made created a white cast. I became oily after trying this. It just didn`t do much for me.",,2018-02-23 05:58:40 UTC,
hydralight-moisture-infusing-lotion,published,4,Great,Merry,,"It is a good moisturizer. In general, I am very happy with Paulas's Choice moisturizers. They are not oily and leave your skin feel very soft and refreshed.",,2018-02-23 06:00:35 UTC,
clear-extra-strength-anti-redness-exfoliating-solution,published,5,Best exfoliator,Liyana Tassim,,I tried all of the exfoliators in sample size to know how well the product works. This is by far the best exfoliator. It truly clears my pores and gets rid of my closed comedones. I am going to purchase the full size now!,,2018-02-25 00:39:43 UTC,
resist-daily-pore-refining-treatment-with-2-bha,published,4,Not a bad exfoliator,Liyana Tassim,,You need to know which exfoliator will work best for your skin. While this one does the trick it does not go as deep as the extra strength for the unfortunately clogged. But not a bad exfoliator for those with less closed comedones,,2018-02-25 00:41:38 UTC,
skin-perfecting-8-aha-gel,published,3,Too strong,Liyana Tassim,,It seems that I work better with BHAs than AHAs. Its not a bad exfoliator but you need to know what works best for your skin. Try the sample size before you purchase the full on bottle,,2018-02-25 00:43:17 UTC,
skin-balancing-invisible-finish-moisture-gel,published,5,A very good moisturizer,Liyana Tassim,,This moisturizer is great. It's lightweight and a little goes a long way. Gives off a matte finish and helps with makeup. Also the niacinamide in the formula is a plus!,,2018-02-25 00:46:16 UTC,
skin-balancing-invisible-finish-moisture-gel,published,5,A very good moisturizer,Liyana Tassim,,This moisturizer is great. It's lightweight and a little goes a long way. Gives off a matte finish and helps with makeup. Also the niacinamide in the formula is a plus!,,2018-02-25 00:46:26 UTC,
resist-intensive-repair-cream,published,5,Awesome gift for Mother's day,Liyana Tassim,,I bought this for my mum and she absolutely loved it. It's lightweight and really helped to smoothe out wrinkles. A little goes a long way. ,,2018-02-25 00:48:14 UTC,
clear-pore-normalizing-cleanser,published,4,Good cleanser,Liyana,,I bought this sample size and it lasted me about 2 and a half weeks. A little goes a long way. It helps with reducing and shrinking acne and pores. Not bad for a facial cleanser. I used this in tandem with Grandpa's Thylox soap and it's da bomb!,,2018-02-25 02:01:19 UTC,
refreshing-moisture-mist,published,4,Good facial mist,Liyana Tassim,,I got a half used bottle from my baby brother. It was a very good mist but quite a hefty price. It leaves skin well balanced and hydrated in the morning. ,,2018-02-25 02:02:55 UTC,
calm-spf-30-moisturizer-for-normal-to-dry-skin,published,4,Does what it says,Liyana Tassim,,I got sample sizes from a friend and this actually works wonders. Gives a matte finish and good for under make up ,,2018-02-25 02:05:12 UTC,
moisture-boost-one-step-face-cleanser,published,5,Gentle Cleanser..Great for combination skin too,Maureen,,This cleanser has a creamy lotion texture that works very well with my combination skin.  It adds moisture to my skin and is very gentle. I could rub my face the whole day without any irritation. ,,2018-02-26 01:43:10 UTC,
skin-recovery-enriched-calming-toner,published,5,Great Calming Toner,Natasha Lee,,"I have got really dry skin most of the time which acts up a week before my period. This toner is not only non irritating to my sensitive skin but helps to calm it down, giving a clean surface before my next few steps (serum.. moisturiser)!",,2018-02-26 09:37:55 UTC,
resist-hyaluronic-acid-booster,published,5,Holy grail!,Natasha Lee,,"I recently came back from a winter holiday in Iceland. Having packed relatively light, I only brought 1 serum on the trip. I applied it day & night for 10 days straight and my skin literally transformed. My skin became so supple and smooth after the trip!",,2018-02-26 09:40:00 UTC,
skin-recovery-daily-moisturizing-lotion-spf-30,published,5,Great AM moisturiser ,Natasha,,I use this daily and it’s so convenient as it combines as a sunblock and moisturiser!,,2018-02-26 12:08:55 UTC,
skin-recovery-replenishing-moisturizer,published,5,Creamy PM Moisturiser,Natasha,,Soothes my extremely dry skin without irritation. I love how it makes my skin feel hydrated. I’m on my third bottle now!,,2018-02-26 12:10:56 UTC,
resist-moisture-renewal-oil-booster,published,4,One of the Best Hydrating Face Oil,Natasha,,"This is one of the best face oils in the market for it’s given price! There are too many overpriced and ineffective face oils out there. 

This moisture renewal oil sinks into your skin and gives you a glowy look if applied in the day. When applied at night, you wake up with smooth hydrated skin. ",,2018-02-26 12:15:42 UTC,
resist-intensive-wrinkle-repair-retinol-serum,published,1,Cause break outs,don,,I have oily skin that tends to break out. I was hoping this will work but it caused me to break out.,,2018-02-28 01:58:47 UTC,
resist-daily-pore-refining-treatment-with-2-bha,published,4,Works on oily skin,Don,,This is the first BHA i tried. And it worked for me. I have oily skin that tend to break out. I was also amazed how it helped erase some of my under eye circles. Its safe to use even for the under eye area. Im giving it 4 star only because I prefer the skin perfecting BHA liquid.,,2018-02-28 02:16:08 UTC,
clear-regular-strength-anti-redness-exfoliating-solution,published,5,Great product,Vivian,,repurchased this several times for my acne prone skin. works perfectly!,,2018-02-28 03:30:09 UTC,
pc4men-nighttime-repair,published,5,Good,HR,,It's easy to apply and absorb well. ,,2018-02-28 12:51:19 UTC,
clear-regular-strength-acne-kit,published,5,Best skincare kit,Vivian,,Bought the trial version then proceeded to purchase the full kit. I seldom repurchase skincare but I do it for this set! Much more worth it and also works well on my sensitive acne skin!,,2018-03-01 12:33:06 UTC,
clear-pore-normalizing-cleanser,published,5,Best cleanser,Vivian,,A little amount goes a long way therefore I don't really have to top up on the cleanser (when I purchase the full set). Love it!!! Leaves a nice fresh feeling after wash and not greasy fast after.,,2018-03-01 12:35:11 UTC,
clear-regular-strength-daily-skin-clearing-treatment,published,4,Hmm,Vivian,,"Love-hate relationship with this. It takes some time for it to be fully absorbed after application. It also makes my skin feels very tight after. However, it did calm my breakouts very well along with the rest of the products.",,2018-03-01 12:37:24 UTC,
resist-super-light-wrinkle-defense-spf-30,published,5,Worth it,Gg,,"I have tried a few of PC's sunscreen and love this the most. I have oily skin. I like that this sunscreen is non-greasy, lightly tinted and gives a smooth touch to my skin",,2018-03-03 03:57:18 UTC,
earth-sourced-purely-natural-refreshing-toner,published,2,Not suitable for me,Gg,,PC's toner doesn't really suit my sensitive skin. I still get the burning sensation once in awhile when my skin gets very sensitive. Love their other products though ,,2018-03-03 04:03:19 UTC,
gentle-touch-makeup-remover,published,5,Gentle and does its work,Gg,,Have been using many bottles of it. It's gentle like it claims and non-drying to the skin. I have combination and sensitive skin ,,2018-03-03 04:29:12 UTC,
moisture-boost-one-step-face-cleanser,published,5,A taskmaster!,Louisa,,"I have combination skin but this works like a gem in cleansing gently all the oil and gunk at the end of the day, regardless of the seasons. I have used this for years and have not found a more efficient cleanser! Highly recommended! ",,2018-03-03 17:06:05 UTC,
calm-redness-relief-1-bha-lotion,published,5,Highly recommended!,Louisa,,Effective keeping at bay PMS related breakouts - I use it every night under moisturiser. ,,2018-03-03 17:14:44 UTC,
moisture-boost-one-step-face-cleanser,published,5,My holy grail,CWJ,,A daily essential for my combination skin. Can't live without it!,,2018-03-03 17:20:09 UTC,
skin-balancing-invisible-finish-moisture-gel,published,5,Perfect to use under makeup,Louisa,,Makeup lasts longer when I use this. Its also a good basic moisturiser on my bare-face days. A little goes a long way. ,,2018-03-03 17:23:23 UTC,
moisture-boost-hydrating-treatment-cream,published,4,Great basic,Louisa,,This is my go-to day moisturiser during winters for my combination skin. ,,2018-03-03 17:25:48 UTC,
skin-recovery-hydrating-treatment-mask,published,4,Good value,Louisa,,"This works as well, if not better than any much more expensive options in the market. Just adjust the amount and time you leave it one for your skin type. A bonus: it smells nice!",,2018-03-03 17:28:39 UTC,
skin-balancing-oil-absorbing-mask,published,3,Just OK,Louisa,,It does help combat the oiliness (I have combination skin) but not great in eliminating the gunk.,,2018-03-03 17:31:39 UTC,
hydralight-healthy-skin-refreshing-toner,published,3,Just blah,Louisa,,Not a repeat buy because it did not do anything. ,,2018-03-03 17:34:31 UTC,
hydralight-one-step-face-cleanser,published,4,Recommended!,Louisa,,My go to for extra oily days - I have combination skin. ,,2018-03-03 17:37:30 UTC,
skin-perfecting-2-bha-liquid-exfoliator,published,4,Good if you have acne,Louisa,,This broke out my combi skin (with occasional PMS breakouts). But 4 stars because friends with acne swear by it. ,,2018-03-03 17:39:54 UTC,
resist-advanced-smoothing-treatment-10-aha-glycolic-acid,published,1,Broke me out,Louisa,,Thought to use this in combination with the 1% BHA but it broke me out. ,,2018-03-03 17:42:09 UTC,
calm-redness-relief-moisturizer-normal-to-oily,published,3,Better suited for younger skin,Louisa,,"With time, this is not moisturising enough for my combi skin. Would recommend it for combi skin in their teens/20's.",,2018-03-03 17:46:31 UTC,
all-over-hair-body-shampoo,published,4,Functional,Louisa,,Works for my dry hair. A life saver for overseas travel. ,,2018-03-03 17:58:25 UTC,
gentle-touch-makeup-remover,published,2,Sticking to my usual makeup remover,LC,,"Unfortunately, a little too gentle for me. And I do not wear heavy makeup. ",,2018-03-03 17:59:53 UTC,
perfect-cleansing-oil,published,2,Broke me out,LC,,"I am always on the look out for a cleansing oil of good value. Be sure to check the ingredient list. Unfortunately it broke me out, so I used the rest of the product to wash my make up brushes. ",,2018-03-03 18:01:51 UTC,
skin-recovery-softening-cream-cleanser,published,4,Great for winter,LC,,This was great for my combination skin during winter when I was living in temperature countries! Imagine this would work well for drier skins in warmer climates. ,,2018-03-03 18:04:10 UTC,
hydralight-shine-free-mineral-complex-spf-30,published,3,Not repurchasing,LC,,"Sorry, still too oily to wear alone for my combination skin. Was OK under makeup though. ",,2018-03-03 18:06:11 UTC,
for-him-shaving-special,published,5,Does the job,LC,,Purchased this for the man and he loved it!,,2018-03-03 18:07:23 UTC,
clear-regular-strength-acne-kit,published,3,Not drying,Dee,,"I have pimples on my neck now that I’m in my mid-30s. In the past, when I used a drugstore pimple cream,my neck got really dry (almost scaly) and itchy! This is not the case with Paulas Choice Acne Kit. It cleared up the pimples without drying my neck! Will buy the extra strength one for my face next time because I think the pimples on my face need more “work”. ",,2018-03-04 01:15:16 UTC,
resist-daily-mattifying-fluid-spf50,published,3,Glow,Samantha Ng,,I used acne clear n tot of changing but it’s as not mattifying as the clear acne...,,2018-03-05 14:35:32 UTC,
resist-barrier-repair-moisturizer-with-retinol,published,5,Oily dehydrated skin,Chantel,,"I have sensitive and severely dehydrated skin which causes the skin to appear pretty oily. Contrary to the belief that oily skin types should go for sebum control products, I fixed the root cause instead. This moisturizer doesn’t cause my skin to breakout and it actually helped reduce the shine on my face! I love it!",,2018-03-06 01:47:13 UTC,
lip-body-treatment-balm,published,4,awesome lip balm,Jove,,my lips love this lip balm... just wish it has a more portable version! ,,2018-03-06 01:54:16 UTC,
resist-advanced-replenishing-toner,published,4,moisturising! ,Jove,,like how this toner moisturises my skin and does not dry it! ,,2018-03-06 01:55:19 UTC,
moisture-boost-hydrating-treatment-cream,published,4,love this! ,Jove,,this one is something i used for years and one of my fav from Paula’s choice! ,,2018-03-06 01:56:31 UTC,
skin-balancing-pore-reducing-toner,published,5,Finally a toner that works,Elaine,,"Hydrating, and filled with beneficial ingredients unlike many toners out there. Noticeable decrease in pore size. Each bottle lasts a long time for me (over 4 months) and I use it 2x a day. Into my second bottle now!",,2018-03-06 01:57:00 UTC,
skin-balancing-pore-reducing-toner,published,5,Just right for me,SL,,Great toner for combination skin,,2018-03-06 01:58:43 UTC,
skin-perfecting-2-bha-liquid-exfoliator,published,5,Holy grail product,Elaine,,Skin feels smoother and clearer after using,,2018-03-06 01:59:57 UTC,
resist-daily-smoothing-treatment-5-aha,published,4,Liking it,Hwee Ling,,"This is my first try with Paula's Choice skin care product. Was recommended to try this exfoliant as I have fine lines, uneven skin tone and slight pigmentation. When first applied, there's a slight itchy and bitey feeling on the skin. It's not unbearable, just makes me want to scratch it a little. Except for the slight fishy smell, I like the product and after a week's application, my skin does appear a little brighter and more even. ",,2018-03-06 02:00:43 UTC,
calm-redness-relief-toner-normal-to-oily,published,4,Good to calm skin,Steph,,Been using and works for sensitive skin,,2018-03-06 02:18:54 UTC,
resist-barrier-repair-moisturizer-with-retinol,published,4,Go-to serum,Ramziya ,,"This is my 2 bottle. I use it  before bed as its very light weight but visible moisture on skin, lasts up to 12 hrs of sleep in dry air conditioned room. In a long run baby like skin and no more dark eye bags",,2018-03-06 02:41:07 UTC,
clear-regular-strength-daily-skin-clearing-treatment,published,3,Abit strong,Steph,,"Be careful when using, slightly strong for sensitive skin",,2018-03-06 02:48:10 UTC,
resist-daily-pore-refining-treatment-with-2-bha,published,5,Cleared up all my clogged pores!,Rebekah,,"I have oily skin and clogged pores but ever since I started using this exfoliator religiously, it cleared my skin of blackheads and whiteheads, my acne marks have lightened up and overall texture of my skin is smoother. I saw obvious results in less than 2 weeks. This has now become my holy grail product and is something I will definitely repurchase.",,2018-03-06 03:33:25 UTC,
skin-balancing-pore-reducing-toner,published,5,Locks in moisture and minimises pores,Rebekah,,"This toner is good for prepping my skin for the serum and moisturiser. I love that it is fragrance free, locks in moisture and minimises my pores. Suitable for oily skin.",,2018-03-06 03:37:48 UTC,
resist-c15-super-booster,published,4,Easily Absorb,Yeelyn,,"Always use a few drop with my moisturizer, it's light and non greasy at all.",,2018-03-06 04:09:40 UTC,
resist-10-niacinamide-booster,published,4,Great for breakout prone skin and fading scars,Dave,,I have always loved the benefits of niacinamide and bought this soon after it was available and I am very happy to say that it does what it claims! Very lightweight but only thing I wished was that it came in a bigger size because I use it as a standalone product and not as a booster. Overall highly recommended!,,2018-03-06 04:13:05 UTC,
resist-intensive-wrinkle-repair-retinol-serum,published,4,Special Texture,Yeelyn,,"You will feel slightly oily on your palm when you pump out, but the absorption is surprisingly effective after a few massage on face. Prefer to use on the night time as you need some time to massage on your face until absorb. Overall it never caused breakout on my irritating skin. Nice try so far!",,2018-03-06 04:15:23 UTC,
pc4men-soothe-smooth,published,5,My holygrail BHA product for after shaving! ,Dave,,"This is my favourite BHA product from paula for preventing breakouts and ingrown hair (after shaving on face or body). It's texture is very light weight, just like a toner and it is not irritating/ doesn't leave a film like it's original BHA liquid. I would always keep this product in my skincare arsenal! ",,2018-03-06 04:15:46 UTC,
skin-perfecting-8-aha-gel,published,5,"Works very very well, so be careful about your how many times you use it a week",Dave,,"This is another holy grail product from paula's choice for me. It doesn't leave any film behind once it has absorbs, exfoliates really well so do be careful about the frequency you use it to prevent over exfoliation.",,2018-03-06 04:18:21 UTC,
resist-omega-complex-serum,published,4,Works very well to help with facial redness and repair moisture barrier but it smells really odd.,Dave,,"This is a new product from paula that I tried recently, it is supposed to be a super food mix for your skin that helps to replenish your moisture barrier. I find that it fulfil it's claims really well but it doesn't smell the best as compared to other PC's product. Usually they don't really smell like anything, but this smells kind of bad... ",,2018-03-06 04:21:30 UTC,
resist-super-antioxidant-concentrate-serum,published,5,Glad to try,Yeelyn,,I like to use it on the night routine as it really helps to improve complexion. Face glowing on the next morning.,,2018-03-06 04:22:33 UTC,
earth-sourced-perfectly-natural-cleansing-gel,published,5,Excellent cleanser!,darren,,Soothing for my sensitive skin. Will definitely purchase again as its natural!,,2018-03-06 04:23:41 UTC,
