Name,Rating,Title,Content
CLINICAL 1% RETINOL TREATMENT,5,IT TAKES TIME BUT SO WORTH IT,"I have very sensitive skin, so it took me a year to ease myself into using the retinol every night. Before, I used it for a night a week and it made my skin peel and skin red and sore for 4 days. I gradually built it up preserving on the thought it will build my collagen. It’s been a year and I really love this retinol. It makes my skin so much younger and glowy. I always mix a pump of it into my moisturizer before applying as this seems to make my skin not react. Sometimes my skin still flakes alittle although I have combination skin, so i use some facial oil and it helps so much."
CLINICAL 1% RETINOL TREATMENT,4,CLINICAL 1% RETINOL TREATMENT,It took me many weeks to get used to the redness and peeling. but i persevered as i see my pores actually become smaller and i break out much less now. My advice is to start slow (once a week) until your skin get sued to it.
CLINICAL 1% RETINOL TREATMENT,2,"TOO DRYING, COULDN'T MAKE IT WORK","I'm sure this is a great product but I couldn't make it work for my skin. It's too drying, no matter how little and sparsingly I use this."
CLINICAL 1% RETINOL TREATMENT,5,RETINOL WITH VIT C,"at times i use this liberally as night cream as i love the texture & the smell as well of an OTC vit a which i can feel gives radiance, plumper skin (makes pores looks smaller) & an overall healthy look to my 40+ yr old skin. I use this on my Retin A off days religiously."
RESIST C15 SUPER BOOSTER,5,CLEARER LOOKING SKIN,i have extraction mark scars on my face. I mix it with my moisturiser & my face looks clearer & brighter. Scar marks are much lighten. I also notice my skin tone is more even.
RESIST C15 SUPER BOOSTER,4,GOOD PRODUCT,"I switched to this from Skinceuticals Phloretin CF as that was so expensive compared to Paula’s Choice Vitamin C. I don’t see my skin getting brighter from using this, nor did it help with a small discoloration I have on my cheek. But I will continue using it since it didn’t break me out as I know vitamin C is good for the skin in the long run"
RESIST C15 SUPER BOOSTER,3,PREFER THE OTHER ANTIOXIDANT SERUMS,"This felt good going on, but caused some dryness and I felt that it irritated my skin a little. I prefer paula’s other antioxidant serums, especially the one for dry skin. It really quenched my 40 year old skin."
RESIST C15 SUPER BOOSTER,4,BRIGHTENS SKIN SIGNIFICANTLY,I love this! A few drops of this at night and I wake up to radiant skin. 4 stars only because it's so pricey for such a small bottle.
RESIST C15 SUPER BOOSTER,3,I HAVE SEEN RAVE REVIEWS,"of this product from many people saying it helped a lot with their brown spots, I decided to give it a shot. And so I bought it and continued using it everyday for at least a few months(because I bought a 2nd and 3rd bottle after the previous bottle ran out).
However, sadly it did nothing for my just one brown spot. Even for spot scars from pimple, this product didn't work for me at all. Plus, it's really expensive and once the color changes to a dark orange, it's time to throw it out.

Nevertheless I give it 3 stars because it did not break me out and I like the smell of this product (no fragrance added, just the smell of the product itself)."
RESIST PURE RADIANCE SKIN BRIGHTENING TREATMENT,5,FANTASTIC PRIMER,"I wanted to buy this but was hesitant due to some of the less-than-stellar reviews here, so I asked for a sample instead. I tried only one sample sachet and was sold. The consistency is quite unusual. It's thick but not silicon-y. After I applied it, it quickly dried to a super smooth texture without even a hint of stickiness (which is a big plus in humid Singapore!) It works like a fantastic primer - my makeup glided on effortlessly, I was just blown away.

The next day, my face seemed clearer and brighter. Still, I waited a few days to make sure I didn't break out. Nope! I placed an order for the full tube and I'm LOVING it. My complexion has never been better and when used under makeup, it gives me a flawless, dewy look."
RESIST PURE RADIANCE SKIN BRIGHTENING TREATMENT,5,GREAT PRIMER,I use it as a primer. Contains mica pigments which impart a slight glow on skin. Love the ceramides in it and sits under makeup well.
CLINICAL 1% RETINOL TREATMENT,3,TOO STRONG FOR ME,"This is too strong for me, i be trying the 1% booster to see if it works for me better. I reduce the frequency to once a week and still get flaking skin. But lower percentage of retinol works so i might stick to that too."
CLINICAL 1% RETINOL TREATMENT,5,IT TAKES TIME BUT SO WORTH IT,"I have very sensitive skin, so it took me a year to ease myself into using the retinol every night. Before, I used it for a night a week and it made my skin peel and skin red and sore for 4 days. I gradually built it up preserving on the thought it will build my collagen. It’s been a year and I really love this retinol. It makes my skin so much younger and glowy. I always mix a pump of it into my moisturizer before applying as this seems to make my skin not react. Sometimes my skin still flakes alittle although I have combination skin, so i use some facial oil and it helps so much."
CLINICAL 1% RETINOL TREATMENT,4,CLINICAL 1% RETINOL TREATMENT,It took me many weeks to get used to the redness and peeling. but i persevered as i see my pores actually become smaller and i break out much less now. My advice is to start slow (once a week) until your skin get sued to it.
CLINICAL 1% RETINOL TREATMENT,2,"TOO DRYING, COULDN'T MAKE IT WORK","I'm sure this is a great product but I couldn't make it work for my skin. It's too drying, no matter how little and sparsingly I use this."
CLINICAL 1% RETINOL TREATMENT,5,RETINOL WITH VIT C,"at times i use this liberally as night cream as i love the texture & the smell as well of an OTC vit a which i can feel gives radiance, plumper skin (makes pores looks smaller) & an overall healthy look to my 40+ yr old skin. I use this on my Retin A off days religiously."
POWER COUPLE: RESIST C15 & SKIN BALANCING ANTIOXIDANT SERUM,5,GREAT VALUE,Terrific set and cheaper than buying individually.
RESIST ADVANCED PORE-REFINING TREATMENT 4% BHA (SALICYLIC ACID),5,"A MIRACLE PRODUCT FOR OILY, BLEMISH-PRONE SKIN!","I'm a big fan of the 2% BHA lotion but this product is fantastic as a 3-times weekly exfoliator, or when I have a breakout (then daily). I have super oily skin but this is still too drying if I use it everyday. To clear a breakout, I use this at night, and then gently cleanse my skin with a wet cloth"
RESIST TRAVEL KIT FOR WRINKLES & BREAKOUTS,5,GREAT VALUE,A very good set - no duds here and you get to try all the bestsellers in the series at a lower price.
CLEAR ACNE REGULAR STRENGTH ESSENTIAL KIT,3,NOT DRYING,"I have pimples on my neck now that I’m in my mid-30s. In the past, when I used a drugstore pimple cream,my neck got really dry (almost scaly) and itchy! This is not the case with Paulas Choice Acne Kit. It cleared up the pimples without drying my neck! Will buy the extra strength one for my face next time because I think the pimples on my face need more “work”."
CLEAR ACNE REGULAR STRENGTH ESSENTIAL KIT,5,BEST SKINCARE KIT,Bought the trial version then proceeded to purchase the full kit. I seldom repurchase skincare but I do it for this set! Much more worth it and also works well on my sensitive acne skin!
CLEAR ACNE REGULAR STRENGTH ESSENTIAL KIT,5,HAPPY,"this is by far the best acne kit i ever had.its a repeated purchase.i had adult acne for the past one year and got recommended to this and i was beyond satisfied!!i do have dry face after washing,oily in the day and acne prone.ever since using this,my acne have gone down ALOT and i dont get acne anymore.i only get pimples ard the time of the month but will subside after 1day of using the daily treatment cream.not gonna turn to other products .i see myself using this kit for a long run!..:)hope it will not be discontinued or i'll be saddest person in the world!"
CLEAR ACNE BODY SPRAY 2% BHA (SALICYLIC ACID),4,USED TO BE GOOD BUT,"recently, the few bottles which I received smelled different and feels different I feel like the thing has been diluted. Given, I have used this product since it first came out(at least 2 years ago IIRC), and the recent stock (Dec 2017 onwards) seems to be lacking in quality.

The previous batch worked great. It helped with breakouts caused by external factors and even rashes I get from sweat and hot weather, providing a lot of relief to red, itchy and pus-filled bumps.

Hope Paula Choice will look into this because there should be no change of formula as far as I am aware of and hope Paula choice will continue producing this product because it's a good product."
CLEAR ACNE BODY SPRAY 2% BHA (SALICYLIC ACID),3,"WORKS WELL, BUT THE SMELL..","Good product but the smell is just awful. I know PC doesn't use fragrance but this doesn't smell great after the shower, and somewhat different from the BHA face lotion."
CLEAR ACNE BODY SPRAY 2% BHA (SALICYLIC ACID),3,IT WAS OKAY,"It really didn`t do much for me. It was okay, it reduced my acne by a bit but other than that nothing much."
CLEAR ACNE REGULAR STRENGTH CREAM 2.5% BP,3,ABIT STRONG,"Be careful when using, slightly strong for sensitive skin"
CLEAR ACNE REGULAR STRENGTH CREAM 2.5% BP,4,HMM,"Love-hate relationship with this. It takes some time for it to be fully absorbed after application. It also makes my skin feels very tight after. However, it did calm my breakouts very well along with the rest of the products."
CLEAR ACNE REGULAR STRENGTH CREAM 2.5% BP,2,DIDNT WORK,"increased breakouts, prefer the drugstore version for regular use."
CLEAR ACNE REGULAR STRENGTH CREAM 2.5% BP,5,THIS ALWAYS WORKS! MY HOLY GRAIL FOR PIMPS,"This always works on my zits, red bumps or those with heads. Usually, after applying after once or twice on headless red bump, the whitehead will be ripen and it is ready for extraction. Do note that this can may dry peeling skin (if you apply too frequent) so may sure you apply moisturiser or serum on that area before you apply this. Just a dab of this will do and remember to apply sunscreen if you are using in the day."
RESIST HYALURONIC ACID BOOSTER,5,ABSORBS VERY WELL,I mix this with moisturiser. It absorbs very well into my face & it makes my face looks hydrated.
RESIST HYALURONIC ACID BOOSTER,2,WILL NOT REPURCHASE,Finished the whole bottle but it didn’t make a difference in my skin. It didn’t feel moisturizing even though I put moisturizer after using this. I much rather prefer Skinceuticals hydrating B5 gel to this.
RESIST HYALURONIC ACID BOOSTER,2,THERE ARE BETTER PC PRODUCTS,One of the rare PC items I didn't like. Pricey and didn't do anything that the ultra light antioxidant serum couldn't do.
RESIST HYALURONIC ACID BOOSTER,5,HOLY GRAIL!,"I recently came back from a winter holiday in Iceland. Having packed relatively light, I only brought 1 serum on the trip. I applied it day & night for 10 days straight and my skin literally transformed. My skin became so supple and smooth after the trip!"
RESIST HYALURONIC ACID BOOSTER,4,SECOND BOTTLE,I mix this with c-booster and niacinamide booster as a night serum after exfoliant. Works well for me as I don't need a moisturiser. I have combination skin and sleeps with the air-con on.
POWER COUPLE: RESIST C15 & SKIN BALANCING ANTIOXIDANT SERUM,5,GREAT VALUE,Terrific set and cheaper than buying individually.
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,I BOUGHT 2 SACHETS FIRST..,".. and loved the texture and how it suck into my skin and made me look well rested the next morning, no irritation as usual as with the rest of PC products, going to order a full size!"
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,"Of all the serums, i like this one best. Absorbs well, Not oily. Effective. Moisturising to a certain extent. I like the texture."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,MY FAVOURITE,"I use this every night after toner, before moisturiser. On my 40 year old skin, this is soothing, calming and moisturising enough and gives me a glow the next morning. A must have."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,4,BROKE ME OUT,"Tried this and I've no doubt the ingredients are fantastic, but it's perhaps too heavy for me, made me break out. Prefer the ultra light serum."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,GLAD TO TRY,I like to use it on the night routine as it really helps to improve complexion. Face glowing on the next morning.
CLINICAL CERAMIDE-ENRICHED FIRMING MOISTURIZER,4,GOOD SO FAR!,"I've only started using this a few weeks ago but so far so good on my oily, blemish-prone skin! My skin is both oily and dry, which is a pain. I need a night moisturizer that will protect my skin from air conditioning, moisturises, without breaking me out. So far this ticks all the boxes and feels lovely on the skin. My only question mark is that it feels slightly tingly when applying after the BHA 2% lotion, so this may not be good in the long term. But overall good product so far!"
CLINICAL CERAMIDE-ENRICHED FIRMING MOISTURIZER,5,"ABOUT AS THICK AS THE HYDRATOR, VERY MOISTURIZING","This moisturizer is about as thick as the Hydrator, and quite moisturizing. I have normal to combination skin - this one works very well for me. Doesn't clog and some nights i do not use the hyaluronic acid at all. Love it!"
SKIN BALANCING PORE-REDUCING TONER,4,EASY TO USE,"It is lightweight and absorbs quickly. I'm finishing my first bottle, and my skin has been quite clear the past months."
SKIN BALANCING PORE-REDUCING TONER,5,LOCKS IN MOISTURE AND MINIMISES PORES,"This toner is good for prepping my skin for the serum and moisturiser. I love that it is fragrance free, locks in moisture and minimises my pores. Suitable for oily skin."
SKIN BALANCING PORE-REDUCING TONER,5,JUST RIGHT FOR ME,Great toner for combination skin
SKIN BALANCING PORE-REDUCING TONER,5,FINALLY A TONER THAT WORKS,"Hydrating, and filled with beneficial ingredients unlike many toners out there. Noticeable decrease in pore size. Each bottle lasts a long time for me (over 4 months) and I use it 2x a day. Into my second bottle now!"
SKIN BALANCING PORE-REDUCING TONER,4,DOES WHAT IT SAYS,I don`t have much to say about it. It is good! It hydrates and non-irritating.
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,I BOUGHT 2 SACHETS FIRST..,".. and loved the texture and how it suck into my skin and made me look well rested the next morning, no irritation as usual as with the rest of PC products, going to order a full size!"
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,"Of all the serums, i like this one best. Absorbs well, Not oily. Effective. Moisturising to a certain extent. I like the texture."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,MY FAVOURITE,"I use this every night after toner, before moisturiser. On my 40 year old skin, this is soothing, calming and moisturising enough and gives me a glow the next morning. A must have."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,4,BROKE ME OUT,"Tried this and I've no doubt the ingredients are fantastic, but it's perhaps too heavy for me, made me break out. Prefer the ultra light serum."
RESIST SUPER ANTIOXIDANT CONCENTRATE SERUM WITH VITAMIN C,5,GLAD TO TRY,I like to use it on the night routine as it really helps to improve complexion. Face glowing on the next morning.
RESIST HYALURONIC ACID BOOSTER,5,ABSORBS VERY WELL,I mix this with moisturiser. It absorbs very well into my face & it makes my face looks hydrated.
RESIST HYALURONIC ACID BOOSTER,2,WILL NOT REPURCHASE,Finished the whole bottle but it didn’t make a difference in my skin. It didn’t feel moisturizing even though I put moisturizer after using this. I much rather prefer Skinceuticals hydrating B5 gel to this.
RESIST HYALURONIC ACID BOOSTER,2,THERE ARE BETTER PC PRODUCTS,One of the rare PC items I didn't like. Pricey and didn't do anything that the ultra light antioxidant serum couldn't do.
RESIST HYALURONIC ACID BOOSTER,5,HOLY GRAIL!,"I recently came back from a winter holiday in Iceland. Having packed relatively light, I only brought 1 serum on the trip. I applied it day & night for 10 days straight and my skin literally transformed. My skin became so supple and smooth after the trip!"
RESIST HYALURONIC ACID BOOSTER,4,SECOND BOTTLE,I mix this with c-booster and niacinamide booster as a night serum after exfoliant. Works well for me as I don't need a moisturiser. I have combination skin and sleeps with the air-con on.
CLINICAL 1% RETINOL TREATMENT,3,TOO STRONG FOR ME,"This is too strong for me, i be trying the 1% booster to see if it works for me better. I reduce the frequency to once a week and still get flaking skin. But lower percentage of retinol works so i might stick to that too."
CLINICAL 1% RETINOL TREATMENT,5,IT TAKES TIME BUT SO WORTH IT,"I have very sensitive skin, so it took me a year to ease myself into using the retinol every night. Before, I used it for a night a week and it made my skin peel and skin red and sore for 4 days. I gradually built it up preserving on the thought it will build my collagen. It’s been a year and I really love this retinol. It makes my skin so much younger and glowy. I always mix a pump of it into my moisturizer before applying as this seems to make my skin not react. Sometimes my skin still flakes alittle although I have combination skin, so i use some facial oil and it helps so much."
CLINICAL 1% RETINOL TREATMENT,4,CLINICAL 1% RETINOL TREATMENT,It took me many weeks to get used to the redness and peeling. but i persevered as i see my pores actually become smaller and i break out much less now. My advice is to start slow (once a week) until your skin get sued to it.
CLINICAL 1% RETINOL TREATMENT,2,"TOO DRYING, COULDN'T MAKE IT WORK","I'm sure this is a great product but I couldn't make it work for my skin. It's too drying, no matter how little and sparsingly I use this."
CLINICAL 1% RETINOL TREATMENT,5,RETINOL WITH VIT C,"at times i use this liberally as night cream as i love the texture & the smell as well of an OTC vit a which i can feel gives radiance, plumper skin (makes pores looks smaller) & an overall healthy look to my 40+ yr old skin. I use this on my Retin A off days religiously."
RESIST INTENSIVE REPAIR CREAM WITH RETINOL,3,TRY THE RETINOL TREATMENT INSTEAD,"This one broke me out. If you have combination skin, the dark blue series can cause breakouts. I find it more effective to use the retinol treatment and follow up with the light blue series of moisturiser."
RESIST INTENSIVE REPAIR CREAM WITH RETINOL,5,AWESOME GIFT FOR MOTHER'S DAY,I bought this for my mum and she absolutely loved it. It's lightweight and really helped to smoothe out wrinkles. A little goes a long way.
RESIST INTENSIVE REPAIR CREAM WITH RETINOL,4,VERY GOOD,This is great as a eye cream. My mum has dry skin and it is absorbed very fast to provide instant hydration. Skin looks more well rested after using it.
RESIST 25% VITAMIN C SPOT TREATMENT,2,SINCE THE,"C15 vitamin C didn't work for my brown spot, I thought a higher concentration would help, despite the rather crazy price tag for the size.
Sadly, still, I went through nearly two tubes of this, and it did not help at all. I also do not like the white cast it leaves unless I rub the product in, but the instructions say not to rub, so...
However, it does work for other people it seems. Therefore, 3 stars."
RESIST 25% VITAMIN C SPOT TREATMENT,4,UNSURE,"brightening- 100%
fade pimple/acne scars - 100%
dark spot - not yet. am on my first tube. maybe need prolonged usage for spots to fade."
RESIST 25% VITAMIN C SPOT TREATMENT,5,ABSOLUTELY IN LOVE !,It was such an amazing surprise to see how brightened and cleared the applied area and it required just a drop on jaw line
RESIST 25% VITAMIN C SPOT TREATMENT,2,IT STING,"Does not suitable to apply on healing scar as it really sting. However, does not see any result on me."
RESIST 25% VITAMIN C SPOT TREATMENT,4,BRIGHTENING,Helped brighten some stubborn spots over 3months but you need to be consistent with sunscreen. Heavy silicone based treatment so you really only need to tap a small amount over. Doesnt sit undermakeup well will pill if you rub so used at night. Helps control oils if used in am without makeup
REHYDRATING MOISTURE MASK,4,GREAT MOISTURISING MASK!,I have oily skin that gets dry with air-conditioning and with regular blemishes. This works well as a 15-minutes moisture mask when I want my skin to look super smooth before doing my makeup.
PERFECT CLEANSING OIL,2,BROKE ME OUT,"I am always on the look out for a cleansing oil of good value. Be sure to check the ingredient list. Unfortunately it broke me out, so I used the rest of the product to wash my make up brushes."
PERFECT CLEANSING OIL,3,GOOD MAKEUP REMOVER,Fragrance free and a blend of great oils. However all of it gets washed off if you second cleanse so cant recommend the high price.
HYDRALIGHT HEALTHY SKIN REFRESHING TONER,3,JUST BLAH,Not a repeat buy because it did not do anything.
HYDRALIGHT HEALTHY SKIN REFRESHING TONER,5,LIGHT MOISTURISING FOR OFF-DAY AND LAZY DAY,"If you are the one who doesn't like the heavy feeling on the skin, applying this toner could be an option. Buying one for my light day or no makeup day moisturizer."
SKIN PERFECTING 2% BHA (SALICYLIC ACID) LIQUID EXFOLIATOR,5,COMPLETELY CLEARED MY ACNE!,This is the only thing that has successfully given me clear skin! HIghly recommended.
SKIN PERFECTING 2% BHA (SALICYLIC ACID) LIQUID EXFOLIATOR,1,DRY & TIGHT,I have dry sensitive skin easily prone to redness. My face feels dry & tight but there is no redness. I switch to the gel & it works great.
SKIN PERFECTING 2% BHA (SALICYLIC ACID) LIQUID EXFOLIATOR,5,I'M ON MY 4TH BOTTLE,"If that doesn't say enough, i dont know what will. I have oily acne prone skin and can't go a day without it. It prevent acne for me and keeps my pores free of comedones."
SKIN PERFECTING 2% BHA (SALICYLIC ACID) LIQUID EXFOLIATOR,4,PERFECT SOLUTION FOR ACNE,Paula's Choice has the best solutions for acne. It's gentle yet effectiveness. The only thing is it's very liquidy so can get everywhere. I prefer the gel.
SKIN PERFECTING 2% BHA (SALICYLIC ACID) LIQUID EXFOLIATOR,5,GREAT EXFOLIATOR,"I have a lot of blackhead on my nose, and my friend recommends me to use this product. I tried it and feel my face very clean after using. The essense seems to absorb better too. Definitely recommend this product to others!"
CLEAR ACNE FACE WASH,5,CLEAR ACNE FACE WASH,Good and mild for my skin
CLEAR ACNE FACE WASH,3,GOOD BUT PRICEY,It's a gentle cleanser good for problematic skin but very expensive.
CLEAR ACNE FACE WASH,4,A MILD CLEANSER,"I have been using this cleanser for as long as I remember. It washes clean(though a substantial amount is required) and I like that it leaves no soapy residue nor leave my skin too stripped or dry. This cleanser is very good for blemish prone skin as it is gentle and does its purpose of cleansing well without being harsh on sensitive skin.
However, I'm not sure why the description says that there is salicylic acid inside, because it doesn't, and even if it does, salicylic acid in cleanser is a waste of money because it washes off and can't perform its supposed exfoliating function."
CLEAR ACNE FACE WASH,5,BEST CLEANSER,A little amount goes a long way therefore I don't really have to top up on the cleanser (when I purchase the full set). Love it!!! Leaves a nice fresh feeling after wash and not greasy fast after.
CLEAR ACNE FACE WASH,4,GOOD CLEANSER,I bought this sample size and it lasted me about 2 and a half weeks. A little goes a long way. It helps with reducing and shrinking acne and pores. Not bad for a facial cleanser. I used this in tandem with Grandpa's Thylox soap and it's da bomb!
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,3,"GOOD, NOT GREAT","Toner is one of those items I don't feel you need to splurge on. This one is nice and gentle on skin, but there are cheaper alternatives."
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,5,ANOTHER HOLYGRAIL FROM PC!,"This toner is lightweight, choke full of antioxidants and irritants and feels really good on my skin in tropical Singapore weather. Try it if your have oily/combination skin type. I find that it helps with my pore size and shine throughout the day. Definitely repurchasing this once it runs out!"
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,5,DOES WHAT IT SAYS!,"IT is great, it unclogs, smoothes out your skin! It is gentle and it does its work."
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,5,SATISFY!,Light weight & easy to absorb. No any irritation at all. This is the best skin care I’ve ever use (I use together with others product from the same series) for my clogged pore skin which follow me so many years. Going to have the next bottle soon.
RESIST WEIGHTLESS ADVANCED REPAIRING TONER,4,BEST TONER SO FAR,"Gentle and quick absorbing with great restoring ingredient, it prevents my pores from getting any bigger after 8 months of using it. This is my second purchase and will further purchase it in future."
CLEAR ACNE REGULAR STRENGTH EXFOLIATING TREATMENT 2% BHA (SALICYLIC ACID),5,FOR PORE CLEANLINESS.,Great daily exfoliant for keeping blackheads at bay. this has a lighter feel vs the liquid BHA if you prefer a lighter texture
CLEAR ACNE REGULAR STRENGTH EXFOLIATING TREATMENT 2% BHA (SALICYLIC ACID),5,GREAT PRODUCT,repurchased this several times for my acne prone skin. works perfectly!
CLEAR ACNE REGULAR STRENGTH EXFOLIATING TREATMENT 2% BHA (SALICYLIC ACID),5,GREAT EXFOLIATOR,My daughter's acnes on the forehead cleared up within a month of using this exfoliator and cleanser. Great product and I have recommended it to my nieces and friends
CLEAR ACNE REGULAR STRENGTH EXFOLIATING TREATMENT 2% BHA (SALICYLIC ACID),1,MAKES SKIN REACTIVE,"BHA 1% is just right while BHA 2% is too strong for my face. It was with the recommendation that I try this product as it is deemed as an in-between. Unfortunately, this product makes my skin active with bumps, and it stings upon application."
RESIST OPTIMAL RESULTS HYDRATING CLEANSER,4,GENTLE CLEANSER THAT IS GD FOR DEHYDRATED SKIN,"I have really oily skin with dehydrated surface, so I used to use the Moisture Boost cleanser, but when I found that too be slightly drying after cleansing , I decided to try this out.
The trick really is to massage the cleanser onto your face 1st, then go over again with a bit of water, before rinsing everything off. Feels like it’s cleaner that way.
Skin doesn’t feel tight after cleansing, but I only use it once a day as I find it is a little pricey, so I alternate this with Moisture Boost cleanser.
But if you have dry skin, I think it is worth to invest in."
RESIST OPTIMAL RESULTS HYDRATING CLEANSER,5,FAVOURITE MORNING CLEANSER,The best morning cleanser ive tried. Not great at removing makeup so use it am. Does not strip skin and leaves a lovely plumped feeling on skin. Love it
HYDRALIGHT SHINE FREE MINERAL COMPLEX SPF 30,3,NOT PERSPIRATION PROOF,"A light lotion consistency, comfortable for my combination skin. However, it does give a small amount of white case, but not too bad. Mineral spf is my preferred spf active, so i’m fine with the tiny bit of white cast.

The main issue i have with this is, it doesn’t stay on if i perspire."
HYDRALIGHT SHINE FREE MINERAL COMPLEX SPF 30,3,NOT REPURCHASING,"Sorry, still too oily to wear alone for my combination skin. Was OK under makeup though."
RESIST 25% VITAMIN C SPOT TREATMENT,2,SINCE THE,"C15 vitamin C didn't work for my brown spot, I thought a higher concentration would help, despite the rather crazy price tag for the size.
Sadly, still, I went through nearly two tubes of this, and it did not help at all. I also do not like the white cast it leaves unless I rub the product in, but the instructions say not to rub, so...
However, it does work for other people it seems. Therefore, 3 stars."
RESIST 25% VITAMIN C SPOT TREATMENT,4,UNSURE,"brightening- 100%
fade pimple/acne scars - 100%
dark spot - not yet. am on my first tube. maybe need prolonged usage for spots to fade."
RESIST 25% VITAMIN C SPOT TREATMENT,5,ABSOLUTELY IN LOVE !,It was such an amazing surprise to see how brightened and cleared the applied area and it required just a drop on jaw line
RESIST 25% VITAMIN C SPOT TREATMENT,2,IT STING,"Does not suitable to apply on healing scar as it really sting. However, does not see any result on me."
RESIST 25% VITAMIN C SPOT TREATMENT,4,BRIGHTENING,Helped brighten some stubborn spots over 3months but you need to be consistent with sunscreen. Heavy silicone based treatment so you really only need to tap a small amount over. Doesnt sit undermakeup well will pill if you rub so used at night. Helps control oils if used in am without makeup
RESIST SMOOTHING PRIMER SERUM SPF 30,4,GREAT IF YOU CAN OVER SILICONE FEELING,"It does glide over pores and make your skin look smooth and silky. However, the silicone texture feels extremely heavy on the skin, and I feel like maybe that clogs pores."
RESIST SMOOTHING PRIMER SERUM SPF 30,1,ONLY WORKS WITH SILICONE FOUNDATION,"I use Estee Lauder (good for oily, scarred skin) and this just doesn't work with it, no matter what I try. I think it's because EEDW is water-based and this is silicone-based. It'd be great if Paula Choice developed a water-based, or at least lighter silicone-based, primer that blends well with more foundation types (like the mineral veil by Hourglass, my favourite but ridiculously expensive)."
